result,c1,c2,c3,c4,c5
Lose,Xayah,Soraka,Alistar,Vladimir,Dr. Mundo
Lose,Rek'Sai,Ezreal,Sejuani,Yasuo,Lucian
Lose,Jax,Nunu,Sejuani,Yasuo,Lucian
Lose,Soraka,Karma,Ezreal,Olaf,Lee Sin
Lose,Lucian,Janna,Dr. Mundo,Ryze,Taliyah
Lose,Xin Zhao,Tahm Kench,Ezreal,Darius,Kassadin
Lose,Nidalee,Aatrox,Lulu,Xin Zhao,Kai'Sa
Lose,Rakan,Vladimir,Urgot,Zoe,Trundle
Lose,Rakan,Alistar,Jarvan IV,Galio,Caitlyn
Lose,Kha'Zix,Singed,Ezreal,Karma,Rakan
Lose,Thresh,Zoe,Master Yi,Kai'Sa,Irelia
Lose,Tristana,Alistar,Xerath,Lee Sin,Vladimir
Lose,Taliyah,Skarner,Rakan,Irelia,Caitlyn
Lose,Graves,Twisted Fate,Darius,Ezreal,Rakan
Lose,Graves,Twisted Fate,Darius,Ezreal,Jinx
Lose,Malphite,Ryze,Lee Sin,Thresh,Ezreal
Lose,Renekton,Nocturne,Fiddlesticks,Ezreal,Fizz
Lose,Kai'Sa,Kha'Zix,Singed,Talon,Alistar
Lose,Ryze,Fiddlesticks,Vayne,Yasuo,Morgana
Lose,Lee Sin,Yasuo,Irelia,Katarina,Ezreal
Lose,Pyke,Sivir,Singed,Xin Zhao,Zoe
Lose,Pyke,Sivir,Singed,Xin Zhao,Yasuo
Lose,Ornn,Soraka,Karma,Poppy,Graves
Lose,Ezreal,Ekko,Caitlyn,Braum,Karma
Lose,Singed,Camille,Ezreal,Tahm Kench,LeBlanc
Lose,Singed,Camille,Kha'Zix,Irelia,Fiddlesticks
Lose,Jinx,Gangplank,Camille,Tahm Kench,Lucian
Lose,LeBlanc,Kai'Sa,Trundle,Yasuo,Lucian
Lose,Varus,Lulu,Graves,Yasuo,Anivia
Lose,Varus,Lulu,Lee Sin,Ezreal,Alistar
Lose,Renekton,LeBlanc,Singed,Rek'Sai,Yasuo
Lose,Kai'Sa,Zac,Camille,Taliyah,Rakan
Lose,Ezreal,Karma,Zoe,Rengar,Renekton
Lose,Vladimir,Yasuo,Taliyah,Alistar,Lucian
Lose,Kai'Sa,Aurelion Sol,Morgana,Trundle,Ekko
Lose,Kai'Sa,Aurelion Sol,Sion,Lee Sin,Caitlyn
Lose,Gangplank,Ezreal,Janna,Irelia,Nidalee
Lose,Evelynn,Vladimir,Soraka,Aurelion Sol,Ezreal
Lose,Jax,Nautilus,Yasuo,Fiddlesticks,Fiora
Lose,Graves,Gnar,Jinx,Thresh,Lulu
Lose,Xin Zhao,Thresh,Vladimir,Twisted Fate,Lulu
Lose,Xin Zhao,Alistar,Fiora,Darius,Nidalee
Lose,Yasuo,Xayah,Bard,Kindred,Ezreal
Lose,Fiddlesticks,Ryze,Darius,Kindred,Ezreal
Lose,Zoe,Lucian,Xin Zhao,Aatrox,Braum
Lose,Cassiopeia,Jax,Ryze,Kalista,Ivern
Lose,LeBlanc,Camille,Vladimir,Tahm Kench,Varus
Lose,Xayah,Janna,Udyr,Singed,Ekko
Lose,Lucian,Gangplank,Leona,Xayah,Lee Sin
Lose,Zoe,Fiora,Leona,Xayah,Lee Sin
Lose,Zoe,Fiora,Lulu,Kai'Sa,Evelynn
Lose,Irelia,Taric,Jhin,Jax,Vladimir
Lose,Kha'Zix,Xayah,Rakan,Singed,Ekko
Lose,Kha'Zix,Xayah,Irelia,Skarner,Caitlyn
Lose,Jayce,Graves,Jinx,Braum,LeBlanc
Lose,Karthus,Lee Sin,Gnar,Ezreal,Alistar
Lose,Gnar,Lee Sin,Gnar,Ezreal,Cho'Gath
Lose,Vladimir,Rek'Sai,Cassiopeia,Lulu,Caitlyn
Lose,Irelia,Taliyah,Aatrox,Kai'Sa,Braum
Lose,Shen,Graves,Annie,Irelia,Ezreal
Lose,Pyke,Jinx,Lulu,Lucian,Pantheon
Lose,Braum,Lucian,Irelia,Karma,Taliyah
Lose,Braum,Aatrox,Blitzcrank,Varus,Swain
Lose,Alistar,Lucian,Irelia,Shen,Xin Zhao
Lose,Alistar,Lucian,Graves,Lucian,Garen
Lose,Lulu,Vladimir,Malzahar,Janna,Renekton
Lose,Renekton,Trundle,Vladimir,Xin Zhao,Fiddlesticks
Lose,Rakan,Anivia,Lee Sin,Renekton,Garen
Lose,Morgana,Singed,Nidalee,Kai'Sa,Zed
Lose,Morgana,Singed,Blitzcrank,Talon,Rammus
Lose,Nasus,Leona,Kalista,Graves,Viktor
Lose,Katarina,Sejuani,Yasuo,Xayah,Rakan
Lose,Kog'Maw,Lulu,Lee Sin,Jayce,Zoe
Lose,Evelynn,Xayah,Swain,Rakan,Syndra
Lose,Irelia,Malzahar,Rek'Sai,Jhin,Soraka
Lose,Fiora,Kai'Sa,Morgana,Lee Sin,Malzahar
Lose,Alistar,Skarner,Ezreal,Renekton,Lulu
Lose,Taliyah,Trundle,Bard,Malphite,Ezreal
Lose,Irelia,Vladimir,Rakan,Xin Zhao,Ezreal
Lose,Vladimir,Fiora,Nocturne,Varus,Zyra
Lose,Draven,Kha'Zix,Soraka,Camille,Ryze
Lose,Gangplank,Draven,Thresh,Malzahar,Camille
Lose,Karthus,Karma,Ezreal,Camille,Jayce
Lose,Lucian,Talon,Lucian,Morgana,Graves
Lose,Zyra,Kalista,Lulu,Irelia,Nocturne
Lose,Caitlyn,Nunu,Rakan,Annie,Yasuo
Lose,Sion,Nunu,Janna,Nocturne,Kai'Sa
Lose,Elise,Gnar,Trundle,Irelia,Morgana
Lose,Kog'Maw,Gnar,Trundle,Irelia,Morgana
Lose,Soraka,Xin Zhao,Varus,Galio,Kennen
Lose,Twisted Fate,Graves,Rakan,Xayah,Quinn
Lose,Twisted Fate,Graves,Rakan,Xayah,Xerath
Lose,Kai'Sa,Janna,Nami,Ezreal,Trundle
Lose,Ornn,Zoe,Kog'Maw,Graves,Tahm Kench
Lose,Dr. Mundo,Ezreal,Lulu,Nocturne,Pyke
Lose,Karma,Dr. Mundo,Pantheon,Ezreal,Swain
Lose,Draven,Alistar,Nocturne,Irelia,Malzahar
Lose,Morgana,Xin Zhao,Aatrox,Karma,Kai'Sa
Lose,Morgana,Xin Zhao,Aatrox,Karma,Kai'Sa
Lose,Xayah,Karma,Alistar,Singed,Jarvan IV
Lose,Jinx,Thresh,Trundle,Darius,Pyke
Lose,Leona,Irelia,Ezreal,Braum,Yasuo
Lose,Kayle,Jax,Kha'Zix,Camille,Karma
Lose,Caitlyn,Zoe,Corki,Morgana,Kai'Sa
Lose,Caitlyn,Zoe,Corki,Morgana,Camille
Lose,Fiddlesticks,Ornn,Kassadin,Ezreal,Camille
Lose,Fiddlesticks,Ornn,Kassadin,Ezreal,Camille
Lose,Rumble,Vladimir,Camille,Ezreal,Braum
Lose,Kindred,Alistar,Zoe,Jhin,Irelia
Lose,Alistar,Ezreal,Ornn,Lee Sin,Sion
Lose,Xayah,Morgana,Nidalee,Riven,Kassadin
Lose,Rakan,Udyr,Irelia,Miss Fortune,Karma
Lose,Taliyah,Lucian,Fiddlesticks,Poppy,Ryze
Lose,Ezreal,Ornn,Camille,Katarina,Warwick
Lose,Lulu,Darius,Camille,Morgana,Lucian
Lose,Corki,Nami,Jhin,Vladimir,Xin Zhao
Lose,Lissandra,Kennen,Talon,Janna,Xin Zhao
Lose,Morgana,Kayle,Jayce,Jarvan IV,Kai'Sa
Lose,Ornn,Ahri,Jhin,Evelynn,Kai'Sa
Lose,Rakan,Draven,Lulu,Renekton,Nocturne
Lose,Malphite,Kha'Zix,Kai'Sa,Taliyah,Zoe
Lose,Nidalee,Brand,Dr. Mundo,Jhin,Lulu
Lose,Kai'Sa,Alistar,Renekton,Trundle,Lulu
Lose,Vel'Koz,Twisted Fate,Kai'Sa,Karma,Lulu
Lose,Ezreal,LeBlanc,Thresh,Trundle,Irelia
Lose,Vladimir,Caitlyn,Kha'Zix,Braum,Cho'Gath
Lose,Jayce,Graves,Fizz,Ezreal,Rakan
Lose,Jayce,Graves,Fizz,Ezreal,Morgana
Lose,Renekton,Camille,Ezreal,Galio,Nidalee
Lose,Olaf,Jayce,Janna,Xayah,Fizz
Lose,Olaf,Jayce,Janna,Xayah,Fizz
Lose,Soraka,Ekko,Camille,Xin Zhao,Vladimir
Lose,Talon,Morgana,Xin Zhao,Vayne,Vladimir
Lose,Ryze,Ezreal,Nocturne,LeBlanc,Alistar
Lose,Rakan,Irelia,Camille,Xayah,Riven
Lose,Skarner,Braum,Kog'Maw,Camille,Talon
Lose,Skarner,Braum,Lucian,Braum,Karma
Lose,Taliyah,Varus,Nocturne,Tahm Kench,Ryze
Lose,Taliyah,Varus,Kled,Vladimir,Lee Sin
Lose,Janna,Graves,Draven,Gangplank,Syndra
Lose,Twisted Fate,Xin Zhao,Xayah,Ornn,Tahm Kench
Lose,Twisted Fate,Karma,Caitlyn,Morgana,Cho'Gath
Lose,Camille,Kennen,Ashe,Soraka,Malzahar
Lose,Karma,Camille,Blitzcrank,Kog'Maw,Renekton
Lose,Karma,Camille,Soraka,Irelia,Camille
Lose,Ezreal,Taliyah,Thresh,Irelia,Camille
Lose,Lulu,Lucian,Xin Zhao,Alistar,Ryze
Lose,Yasuo,Rakan,Irelia,Kha'Zix,Caitlyn
Lose,Tristana,Ornn,Morgana,Aurelion Sol,Lee Sin
Lose,Gangplank,Ezreal,Alistar,Aurelion Sol,Lee Sin
Lose,Alistar,Kai'Sa,Lucian,Fiddlesticks,Ezreal
Lose,Rakan,Lee Sin,Poppy,Rumble,Singed
Lose,Jhin,Jarvan IV,Morgana,Soraka,Ezreal
Lose,Karma,Ezreal,Dr. Mundo,Irelia,Zoe
Lose,Karma,Ezreal,Dr. Mundo,Irelia,Zoe
Lose,Rakan,Renekton,Annie,Nunu,Caitlyn
Lose,Tahm Kench,Draven,Ekko,Graves,Kayle
Lose,Tahm Kench,Draven,Ekko,Graves,Jax
Lose,Braum,LeBlanc,Ezreal,Dr. Mundo,Vladimir
Lose,Braum,LeBlanc,Ezreal,Dr. Mundo,Jax
Lose,Camille,Morgana,Rek'Sai,Kog'Maw,Ryze
Lose,Camille,Morgana,Rek'Sai,Pyke,Varus
Lose,Shen,Cassiopeia,Kai'Sa,Blitzcrank,Rek'Sai
Lose,Shen,Cassiopeia,Kai'Sa,Caitlyn,Ryze
Lose,Pyke,Camille,Singed,Zed,Lucian
Lose,Aatrox,Irelia,Xin Zhao,Lucian,Rakan
Lose,Fizz,Irelia,Xin Zhao,Yasuo,Rek'Sai
Lose,LeBlanc,Tahm Kench,Lee Sin,Riven,Ashe
Lose,LeBlanc,Tahm Kench,Lee Sin,Riven,Lulu
Lose,Kha'Zix,Ezreal,Leona,Gangplank,Fizz
Lose,Aurelion Sol,Ezreal,Gangplank,Gangplank,Karma
Lose,Sona,Ezreal,Gangplank,Sion,Ziggs
Lose,Lulu,Lee Sin,Renekton,Yasuo,Alistar
Lose,Kayn,Pantheon,Morgana,Caitlyn,Karma
Lose,Braum,Aatrox,Graves,Zoe,Caitlyn
Lose,Graves,Dr. Mundo,Karma,Ezreal,Vladimir
Lose,Vladimir,Lulu,Nocturne,Soraka,Lucian
Lose,Olaf,Ezreal,Xin Zhao,Cassiopeia,Lucian
Lose,Sivir,Ornn,Graves,Soraka,Lulu
Lose,Singed,Fiddlesticks,Kennen,Olaf,Galio
Lose,Rakan,Ezreal,Graves,Ornn,Ekko
Lose,Xayah,Thresh,Fiora,LeBlanc,Camille
Lose,Yasuo,Caitlyn,Xin Zhao,Alistar,Camille
Lose,Lulu,Jax,Swain,Sion,Gangplank
Lose,Sejuani,Quinn,Lulu,Draven,Vladimir
Lose,Morgana,Ezreal,Trundle,Ekko,Irelia
Lose,Singed,Fiddlesticks,Lucian,Trundle,Gangplank
Lose,Draven,Nami,Jax,Talon,Leona
Lose,Kayle,Jarvan IV,Jhin,Twitch,Nidalee
Lose,Cassiopeia,Jax,Irelia,Kennen,Alistar
Lose,Cassiopeia,Camille,Ezreal,Tahm Kench,Malzahar
Lose,Lucian,Twisted Fate,Jhin,Shen,Swain
Lose,Morgana,Xin Zhao,Jhin,Shen,Swain
Lose,Nidalee,Thresh,Ezreal,Lulu,Jax
Lose,Rengar,Kha'Zix,Twisted Fate,Brand,Jhin
Lose,Ezreal,Karma,Xayah,Tahm Kench,Lee Sin
Lose,Vladimir,Lulu,Lucian,Irelia,Rumble
Lose,Camille,Alistar,Lucian,Irelia,Rumble
Lose,Kha'Zix,Ekko,Fiora,Sion,Nocturne
Lose,Kai'Sa,Karma,Fiora,Sion,Nocturne
Lose,Jax,Karma,Rakan,Jhin,Lee Sin
Lose,Irelia,Lulu,Rakan,Xayah,Xin Zhao
Lose,Teemo,Lulu,Rakan,Xayah,Xin Zhao
Lose,Leona,Zoe,Jayce,Rakan,Jhin
Lose,Heimerdinger,Xin Zhao,Jayce,Rakan,Jhin
Lose,Xin Zhao,Yasuo,Vladimir,Jhin,Rakan
Lose,Taliyah,Jayce,Kayn,Caitlyn,Janna
Lose,Taliyah,Jayce,Kayn,Caitlyn,Morgana
Lose,Shen,Ezreal,Skarner,Lulu,Tahm Kench
Lose,Malphite,Lucian,Braum,Nidalee,Taliyah
Lose,Malphite,Lucian,Braum,Nidalee,Taliyah
Lose,Vladimir,Ezreal,Zed,Olaf,Lux
Lose,Maokai,Trundle,Sivir,Olaf,Camille
Lose,Ekko,Trundle,Sivir,Jhin,Camille
Lose,Lee Sin,Sivir,Morgana,Fizz,Teemo
Lose,Camille,Alistar,Singed,Lucian,Vladimir
Lose,Camille,Lucian,Ryze,Rakan,Jax
Lose,Vladimir,Lulu,Irelia,Rek'Sai,Tristana
Lose,Camille,Shen,Talon,Kai'Sa,Singed
Lose,Camille,Darius,Master Yi,Rakan,Kai'Sa
Lose,Singed,Trundle,Lucian,Lulu,Pyke
Lose,Lissandra,Graves,Pyke,Irelia,Corki
Lose,Singed,Caitlyn,Ekko,Camille,Tahm Kench
Lose,Singed,Caitlyn,Ekko,Camille,Tahm Kench
Lose,Singed,Fiddlesticks,Kennen,Skarner,Alistar
Lose,Ezreal,Dr. Mundo,Karma,Jax,Kassadin
Lose,Ezreal,Dr. Mundo,Karma,Xin Zhao,Singed
Lose,Skarner,Ezreal,Tahm Kench,Irelia,Vladimir
Lose,Skarner,Singed,Tahm Kench,Irelia,Vladimir
Lose,Alistar,Irelia,Irelia,Skarner,Karma
Lose,Nautilus,Xayah,Graves,Galio,Jax
Lose,Kog'Maw,Lulu,Vladimir,Graves,Ezreal
Lose,Rakan,Talon,Vladimir,Graves,Ezreal
Lose,Vladimir,Zoe,Graves,Leona,Kai'Sa
Lose,LeBlanc,Caitlyn,Kha'Zix,Morgana,Ryze
Lose,Caitlyn,Vladimir,Irelia,Rakan,Graves
Lose,Kalista,Soraka,Dr. Mundo,Fizz,Graves
Lose,Nidalee,Yasuo,Cho'Gath,Caitlyn,Morgana
Lose,Darius,Yasuo,Cho'Gath,Skarner,Talon
Lose,Darius,Soraka,Yasuo,Camille,Swain
Lose,Jhin,Twisted Fate,Tahm Kench,Draven,Rek'Sai
Lose,Braum,Kai'Sa,Gangplank,Rek'Sai,Ryze
Lose,Janna,Tristana,Singed,Lulu,Caitlyn
Lose,Jax,Irelia,Shen,Vladimir,Kai'Sa
Lose,Lee Sin,Zoe,Leona,Taliyah,Gnar
Lose,Ezreal,Zoe,Leona,Taliyah,Gnar
Lose,Lucian,Morgana,Irelia,Vladimir,Skarner
Lose,Kassadin,Bard,Trundle,Varus,Renekton
Lose,Fizz,Gangplank,Sejuani,Xayah,Blitzcrank
Lose,Fizz,Gangplank,Sejuani,Xayah,Blitzcrank
Lose,Akali,Jhin,Janna,Gangplank,Xin Zhao
Lose,Akali,Jhin,Janna,Gangplank,Xin Zhao
Lose,Talon,Cassiopeia,Pantheon,Kai'Sa,Alistar
Lose,Vladimir,Dr. Mundo,Ezreal,Xin Zhao,Karma
Lose,Alistar,Kai'Sa,Nidalee,Poppy,LeBlanc
Lose,Karma,Xin Zhao,Tristana,Irelia,Braum
Lose,Karma,Karthus,Blitzcrank,Irelia,Braum
Lose,Kai'Sa,Braum,Lucian,Gangplank,Rakan
Lose,Yasuo,Master Yi,Kog'Maw,Braum,LeBlanc
Lose,Skarner,Twisted Fate,Lux,Camille,Ezreal
Lose,Karma,Ziggs,Ornn,Rakan,Xayah
Lose,LeBlanc,Lucian,Gangplank,Xin Zhao,Rakan
Lose,Ezreal,Jax,Cassiopeia,Fiddlesticks,Graves
Lose,Kog'Maw,Sion,Camille,Rakan,Graves
Lose,Xayah,Fiddlesticks,Jax,Camille,Zoe
Lose,Xayah,Fiddlesticks,Jax,Camille,Zoe
Lose,Ornn,Lucian,Rakan,Trundle,Zoe
Lose,Ezreal,Jayce,Janna,Aurelion Sol,Evelynn
Lose,Graves,Ezreal,Karma,Cassiopeia,Gangplank
Lose,Graves,Ezreal,Karma,Graves,Karma
Lose,Ryze,Poppy,Leona,Kai'Sa,Wukong
Lose,Ryze,Poppy,Nidalee,Janna,Sion
Lose,Soraka,Kha'Zix,Xayah,Cassiopeia,Rumble
Lose,Ezreal,Taliyah,Irelia,Graves,Morgana
Lose,Ezreal,Graves,Brand,Ezreal,Renekton
Lose,Orianna,Graves,Brand,Ezreal,Renekton
Lose,Vladimir,Jhin,Soraka,Trundle,Yasuo
Lose,Xin Zhao,Rakan,Irelia,Vladimir,Lucian
Lose,Shen,Soraka,Rek'Sai,Swain,Ezreal
Lose,Ashe,Camille,Kassadin,Xin Zhao,Soraka
Lose,Ashe,Camille,Kassadin,Xin Zhao,Soraka
Lose,Hecarim,Blitzcrank,Viktor,Ashe,Ekko
Lose,Hecarim,Xayah,Zed,Evelynn,Alistar
Lose,Tristana,Dr. Mundo,Lee Sin,Talon,Alistar
Lose,Tristana,Ornn,Rakan,Lee Sin,Lissandra
Lose,Xayah,Katarina,Lee Sin,Xayah,Rakan
Lose,Kai'Sa,Jax,Irelia,Lee Sin,Janna
Lose,Nidalee,Vel'Koz,Pyke,Aatrox,Lucian
Lose,Nidalee,Trundle,Malzahar,Ezreal,Lulu
Lose,Jax,Xin Zhao,Cassiopeia,Poppy,Braum
Lose,Vayne,Ziggs,Alistar,Karma,Ezreal
Lose,Ryze,Soraka,Vayne,Kha'Zix,Fiora
Lose,Ryze,Taliyah,Wukong,Soraka,Mordekaiser
Lose,Xayah,Zed,Jax,Jarvan IV,Rakan
Lose,Graves,Ezreal,Soraka,Zoe,Gangplank
Lose,Ryze,Maokai,Soraka,Zoe,Gangplank
Lose,Lucian,Ryze,Taliyah,Talon,Alistar
Lose,Irelia,Ashe,Kindred,Nautilus,Singed
Lose,Poppy,Vayne,Kai'Sa,Galio,Gangplank
Lose,Graves,Fizz,Irelia,Morgana,Vayne
Lose,Trundle,Gangplank,Irelia,Morgana,Vayne
Lose,Zoe,Kayn,Rakan,Ahri,Kha'Zix
Lose,Sion,Tryndamere,Caitlyn,Lulu,Karma
Lose,Xin Zhao,Tryndamere,Caitlyn,Lulu,Karma
Lose,Lulu,Caitlyn,Skarner,Teemo,Morgana
Lose,Nidalee,Jhin,Vel'Koz,Malzahar,Shen
Lose,Morgana,Camille,Tryndamere,Ezreal,Talon
Lose,Sejuani,Caitlyn,Xin Zhao,Singed,Ryze
Lose,Fizz,Soraka,Graves,Singed,Lucian
Lose,Olaf,Rakan,Xayah,Rumble,Singed
Lose,Camille,Xayah,Nidalee,Rakan,Vladimir
Lose,Twisted Fate,Gangplank,Skarner,Irelia,Rakan
Lose,Xayah,Irelia,Braum,Jayce,Shen
Lose,Vladimir,Nocturne,Karma,Jayce,Shen
Lose,Lulu,Pantheon,Braum,Xin Zhao,Kai'Sa
Lose,Ryze,Rakan,Ezreal,Kennen,Xayah
Lose,Lissandra,Thresh,Ezreal,Graves,Lucian
Lose,Janna,Zoe,Kennen,Camille,Shen
Lose,Janna,Zoe,Lulu,Jax,Graves
Lose,Camille,Lulu,Gragas,Janna,Caitlyn
Lose,Camille,Lulu,Janna,Ezreal,Taliyah
Lose,Nidalee,Thresh,Shen,Ezreal,Yasuo
Lose,Nidalee,Thresh,Talon,Nidalee,Rakan
Lose,Kai'Sa,Yasuo,Darius,Jayce,Irelia
Lose,Lucian,Morgana,Aurelion Sol,Olaf,Morgana
Lose,Fiora,Caitlyn,Kog'Maw,Kha'Zix,Kassadin
Lose,Morgana,Sion,Rammus,Leona,Irelia
Lose,Singed,Graves,Soraka,Aatrox,Ezreal
Lose,Singed,Lucian,Renekton,Alistar,Graves
Lose,Karma,Lee Sin,Braum,Sivir,Ekko
Lose,Malphite,Soraka,Braum,Sivir,Ekko
Lose,Zyra,Ryze,Jhin,Kha'Zix,Swain
Lose,Jayce,Camille,Camille,Darius,Pyke
Lose,Quinn,Mordekaiser,Kai'Sa,Cassiopeia,Talon
Lose,Jax,Soraka,Kai'Sa,Cassiopeia,Talon
Lose,Xin Zhao,Vladimir,Irelia,Ezreal,Morgana
Lose,Xin Zhao,Vladimir,Irelia,Ezreal,Caitlyn
Lose,Soraka,Twitch,Camille,Trundle,Karma
Lose,Ezreal,Gnar,Morgana,Olaf,Vladimir
Lose,Kalista,Pyke,Evelynn,Lulu,Jax
Lose,Ezreal,Lulu,Karma,Trundle,Illaoi
Lose,Ezreal,Lulu,Karma,Trundle,Xayah
Lose,Vladimir,Darius,Rakan,Graves,Aurelion Sol
Lose,Zilean,Ezreal,Singed,Graves,Varus
Lose,Braum,Camille,Alistar,Fizz,Varus
Lose,Xayah,Trundle,Jax,Malzahar,Alistar
Lose,Dr. Mundo,Malphite,Kalista,Janna,Kha'Zix
Lose,Vladimir,Xin Zhao,Irelia,Pyke,Jax
Lose,Vladimir,Xin Zhao,Irelia,Pyke,Jax
Lose,Karma,Camille,Aurelion Sol,Lucian,Aatrox
Lose,Karma,Camille,Aurelion Sol,Lucian,Aatrox
Lose,Graves,Thresh,Jhin,Vladimir,Irelia
Lose,Graves,Thresh,Jhin,Vladimir,Irelia
Lose,Yasuo,Alistar,Aatrox,Irelia,Camille
Lose,Tryndamere,Janna,Teemo,Irelia,Camille
Lose,Ryze,Trundle,Rakan,Xayah,Camille
Lose,Alistar,Aatrox,Lulu,Camille,Kai'Sa
Lose,Singed,Leona,Graves,Kassadin,Tristana
Lose,Ahri,Rakan,Cho'Gath,Nunu,Nautilus
Lose,Trundle,Xayah,Talon,Leona,Nautilus
Lose,Jhin,Soraka,Garen,Xin Zhao,Nautilus
Lose,Kai'Sa,Jax,Galio,Xin Zhao,Xin Zhao
Lose,Camille,Lulu,Karma,Caitlyn,Renekton
Lose,Rumble,Morgana,Xin Zhao,Zoe,Lucian
Lose,Taliyah,Ezreal,Rumble,Ezreal,Karma
Lose,Xin Zhao,Vladimir,Ryze,Ezreal,Karma
Lose,Yasuo,Jax,Tristana,Pyke,Jax
Lose,Graves,Vladimir,Rakan,Ezreal,Jax
Lose,Zed,Xin Zhao,Thresh,Kai'Sa,Vladimir
Lose,Kha'Zix,Aatrox,Xayah,LeBlanc,Rakan
Lose,Vladimir,Nidalee,Irelia,Janna,Caitlyn
Lose,Vladimir,Nidalee,Irelia,Caitlyn,Janna
Lose,Camille,Vladimir,Irelia,Braum,Trundle
Lose,Fiddlesticks,Rengar,Twisted Fate,Nocturne,Ezreal
Lose,Camille,Lulu,Ezreal,Xin Zhao,Janna
Lose,Ezreal,Morgana,Aatrox,Gangplank,Rek'Sai
Lose,Ezreal,Morgana,Aatrox,Gangplank,Vi
Lose,Kayn,Braum,Singed,Kog'Maw,Zoe
Lose,Ezreal,Vladimir,Dr. Mundo,Irelia,Alistar
Lose,Fizz,Kai'Sa,Braum,Dr. Mundo,Graves
Lose,Aurelion Sol,Kai'Sa,Braum,Dr. Mundo,Graves
Lose,Vladimir,Ahri,Zyra,Gragas,Lucian
Lose,Rakan,Zoe,Ezreal,Ornn,Lucian
Lose,Karma,Gangplank,Nidalee,Jhin,Malzahar
Lose,Nocturne,Aatrox,Kai'Sa,Morgana,Morgana
Lose,Kai'Sa,Vladimir,Talon,Graves,Morgana
Lose,Varus,Xin Zhao,Swain,Yasuo,Janna
Lose,Lulu,Karthus,Camille,Lulu,Ezreal
Lose,Soraka,Janna,Singed,Kalista,Talon
Lose,Camille,Janna,Singed,Kalista,Talon
Lose,Rakan,Lulu,Gangplank,Trundle,Kog'Maw
Lose,Twisted Fate,Tristana,Lee Sin,Twisted Fate,Rakan
Lose,Aatrox,Soraka,Graves,Xayah,Twisted Fate
Lose,Azir,Olaf,Ezreal,Xayah,Swain
Lose,Azir,Olaf,Ezreal,Tristana,Nidalee
Lose,Lulu,LeBlanc,Dr. Mundo,Soraka,Jhin
Lose,Zyra,Lee Sin,Ezreal,Zed,Sion
Lose,Zyra,Lee Sin,Ezreal,Singed,Braum
Lose,Graves,Twisted Fate,Jax,Bard,Lucian
Lose,Nidalee,Lulu,Singed,Bard,Caitlyn
Lose,Graves,Dr. Mundo,Kai'Sa,Lulu,Gragas
Lose,Ezreal,Janna,Veigar,Poppy,Ezreal
Lose,Graves,Janna,Veigar,Poppy,Ezreal
Lose,Vladimir,Tahm Kench,Darius,Evelynn,Ezreal
Lose,Zac,Kai'Sa,Irelia,Irelia,Yasuo
Lose,Vayne,Taric,Master Yi,Irelia,Yasuo
Lose,Renekton,Alistar,Master Yi,Yasuo,Camille
Lose,Skarner,Thresh,Ryze,Kai'Sa,Irelia
Lose,Yasuo,Rakan,Xin Zhao,Xayah,Tahm Kench
Lose,Rengar,Lissandra,Alistar,Trundle,Tryndamere
Lose,Kai'Sa,Malzahar,Lee Sin,Kai'Sa,Zilean
Lose,Yasuo,Karma,Lee Sin,Gragas,Aurelion Sol
Lose,Lee Sin,Yasuo,Illaoi,Gragas,Aurelion Sol
Lose,Tahm Kench,Kha'Zix,Taliyah,Jhin,Jayce
Lose,Trundle,Karthus,Blitzcrank,Ezreal,Rumble
Lose,Twisted Fate,Jax,Xin Zhao,Ezreal,Braum
Lose,Irelia,Yasuo,Olaf,Sion,Kha'Zix
Lose,Lucian,Karma,Rumble,Tahm Kench,Kha'Zix
Lose,Orianna,Ezreal,Rakan,Tahm Kench,Kha'Zix
Lose,Lucian,Anivia,Camille,Jax,Braum
Lose,Lucian,Anivia,Ezreal,Jax,Braum
Lose,Olaf,Zoe,Kog'Maw,Lulu,Swain
Lose,Ryze,Graves,Alistar,Vladimir,Jhin
Lose,Miss Fortune,Gangplank,Draven,Kha'Zix,Olaf
Lose,LeBlanc,Thresh,Draven,Kha'Zix,Olaf
Lose,Jhin,Lulu,Alistar,Aurelion Sol,Syndra
Lose,Rumble,Kayle,Talon,Nami,Graves
Lose,Varus,Gangplank,Cassiopeia,Shen,Lee Sin
Lose,Varus,Leona,Ezreal,Renekton,Rammus
Lose,Kha'Zix,Katarina,Morgana,Gnar,Caitlyn
Lose,Kha'Zix,Lissandra,Camille,Alistar,Xayah
Lose,Aatrox,Jayce,Rumble,Xayah,Alistar
Lose,Talon,Caitlyn,Morgana,Camille,Dr. Mundo
Lose,Kog'Maw,Irelia,Karma,Graves,Kayle
Lose,Thresh,Singed,Talon,Graves,Caitlyn
Lose,Singed,Ezreal,Lee Sin,Camille,Ekko
Lose,Jhin,Graves,Alistar,Camille,Ekko
Lose,Morgana,Olaf,Jhin,Irelia,Xin Zhao
Lose,Ezreal,Camille,Olaf,Soraka,Lucian
Lose,Graves,Karma,Lucian,Fiddlesticks,Dr. Mundo
Lose,Kha'Zix,Lucian,Jayce,Camille,Galio
Lose,Renekton,Aurelion Sol,Karma,Ashe,Camille
Lose,Graves,Soraka,Irelia,Caitlyn,Dr. Mundo
Lose,Camille,Taliyah,Thresh,Kai'Sa,Jax
Lose,Xin Zhao,Pantheon,Janna,Lulu,Ezreal
